id,loan_status,prob
58822,0,0.0098
58823,0,0.1598
58824,0,0.0362
58825,0,0.004
58826,0,0.1105
58827,0,0.069
58828,0,0.01
58829,0,0.0607
58830,0,0.016
58831,0,0.0682
58832,0,0.0306
58833,0,0.0098
58834,0,0.0196
58835,1,0.9512
58836,0,0.0903
58837,0,0.1527
58838,0,0.0173
58839,0,0.004
58840,0,0.015
58841,1,0.856
58842,0,0.0057
58843,0,0.044
58844,0,0.0534
58845,0,0.0389
58846,0,0.0015
58847,1,0.9397
58848,0,0.2203
58849,0,0.4461
58850,0,0.0394
58851,0,0.0581
58852,0,0.214
58853,0,0.0358
58854,1,0.9766
58855,0,0.4389
58856,0,0.0063
58857,0,0.1006
58858,0,0.2463
58859,0,0.0245
58860,0,0.0113
58861,0,0.0702
58862,0,0.1631
58863,0,0.4267
58864,0,0.0208
58865,0,0.3122
58866,0,0.0146
58867,0,0.0016
58868,0,0.0237
58869,0,0.0283
58870,0,0.2901
58871,0,0.0105
58872,0,0.0394
58873,0,0.0153
58874,1,0.9499
58875,0,0.022
58876,0,0.0195
58877,0,0.004
58878,0,0.0338
58879,0,0.0264
58880,0,0.0182
58881,0,0.0234
58882,0,0.0068
58883,0,0.2564
58884,0,0.2999
58885,0,0.0429
58886,0,0.0038
58887,1,0.9229
58888,0,0.2035
58889,1,0.9473
58890,0,0.1144
58891,0,0.1166
58892,0,0.0411
58893,0,0.0194
58894,0,0.031
58895,0,0.0087
58896,0,0.0062
58897,0,0.0496
58898,0,0.1699
58899,1,0.9344
58900,0,0.0249
58901,0,0.0705
58902,0,0.1583
58903,0,0.0048
58904,0,0.0626
58905,0,0.0057
58906,0,0.0938
58907,0,0.0669
58908,0,0.0073
58909,0,0.0801
58910,0,0.0032
58911,0,0.0223
58912,0,0.0019
58913,0,0.062
58914,0,0.0209
58915,0,0.0347
58916,0,0.0282
58917,0,0.0724
58918,0,0.018
58919,0,0.008
58920,0,0.4116
58921,0,0.0165
58922,0,0.0548
58923,0,0.0113
58924,0,0.0425
58925,0,0.0426
58926,0,0.1494
58927,0,0.0359
58928,0,0.0966
58929,0,0.0045
58930,0,0.0284
58931,1,0.9184
58932,1,0.7229
58933,0,0.11
58934,0,0.0959
58935,0,0.0286
58936,0,0.0341
58937,0,0.0132
58938,0,0.0181
58939,0,0.0161
58940,0,0.0152
58941,1,0.9472
58942,1,0.8878
58943,0,0.0151
58944,0,0.042
58945,0,0.0469
58946,0,0.0279
58947,0,0.0266
58948,0,0.0211
58949,0,0.0054
58950,0,0.178
58951,0,0.0457
58952,0,0.0119
58953,0,0.014
58954,1,0.9693
58955,0,0.0243
58956,0,0.0044
58957,1,0.9518
58958,1,0.9821
58959,0,0.0096
58960,0,0.036
58961,0,0.009
58962,0,0.203
58963,0,0.0431
58964,0,0.0448
58965,0,0.0339
58966,0,0.025
58967,0,0.0145
58968,0,0.0153
58969,0,0.2888
58970,0,0.0093
58971,0,0.0891
58972,0,0.1204
58973,1,0.942
58974,0,0.0484
58975,0,0.1297
58976,0,0.07
58977,0,0.0435
58978,0,0.0268
58979,0,0.0454
58980,0,0.0274
58981,0,0.0067
58982,0,0.0112
58983,0,0.0096
58984,0,0.022
58985,0,0.1289
58986,1,0.9428
58987,0,0.0088
58988,0,0.0651
58989,0,0.0427
58990,0,0.0061
58991,0,0.0237
58992,0,0.0237
58993,0,0.0056
58994,0,0.0231
58995,1,0.9846
58996,0,0.0466
58997,1,0.8012
58998,0,0.0053
58999,0,0.0227
59000,0,0.0767
59001,0,0.0963
59002,0,0.0396
59003,0,0.0693
59004,0,0.0312
59005,0,0.0054
59006,0,0.0211
59007,0,0.0299
59008,1,0.9643
59009,0,0.027
59010,0,0.0156
59011,0,0.0144
59012,0,0.0158
59013,0,0.0053
59014,0,0.0119
59015,0,0.1133
59016,0,0.0301
59017,0,0.0174
59018,0,0.0535
59019,0,0.0159
59020,0,0.009
59021,0,0.0334
59022,0,0.124
59023,1,0.9458
59024,0,0.0205
59025,1,0.9343
59026,0,0.0216
59027,0,0.0145
59028,0,0.0394
59029,0,0.0269
59030,0,0.0172
59031,0,0.4344
59032,1,0.6297
59033,0,0.1335
59034,0,0.1207
59035,0,0.0185
59036,0,0.0648
59037,0,0.0767
59038,0,0.0158
59039,0,0.0185
59040,0,0.0199
59041,0,0.0287
59042,0,0.0909
59043,1,0.9532
59044,0,0.0124
59045,0,0.0366
59046,0,0.391
59047,0,0.1472
59048,0,0.0158
59049,0,0.0651
59050,0,0.0099
59051,0,0.0353
59052,0,0.0099
59053,0,0.0339
59054,0,0.0589
59055,0,0.0783
59056,0,0.0119
59057,1,0.672
59058,0,0.0059
59059,0,0.1143
59060,0,0.0062
59061,0,0.0075
59062,0,0.0203
59063,0,0.0044
59064,0,0.0268
59065,0,0.0031
59066,0,0.0406
59067,0,0.0105
59068,0,0.0397
59069,0,0.0143
59070,0,0.015
59071,0,0.0564
59072,0,0.0173
59073,1,0.9428
59074,0,0.0376
59075,0,0.3595
59076,0,0.0167
59077,1,0.975
59078,0,0.194
59079,0,0.0338
59080,0,0.0115
59081,0,0.0175
59082,0,0.0354
59083,0,0.0081
59084,0,0.0046
59085,0,0.0425
59086,0,0.071
59087,0,0.0339
59088,0,0.0334
59089,0,0.0588
59090,0,0.1643
59091,0,0.0046
59092,0,0.2559
59093,0,0.0382
59094,0,0.0232
59095,0,0.0031
59096,1,0.9512
59097,0,0.1208
59098,0,0.0405
59099,0,0.0127
59100,0,0.0191
59101,0,0.0148
59102,0,0.032
59103,0,0.0392
59104,0,0.0017
59105,0,0.0596
59106,0,0.0025
59107,0,0.1196
59108,0,0.0866
59109,0,0.0733
59110,0,0.0146
59111,0,0.0207
59112,0,0.0284
59113,1,0.9415
59114,0,0.0727
59115,0,0.1212
59116,0,0.0071
59117,0,0.0145
59118,0,0.053
59119,0,0.0431
59120,0,0.0115
59121,0,0.0133
59122,0,0.0613
59123,1,0.9805
59124,1,0.7941
59125,0,0.0676
59126,1,0.9348
59127,0,0.0378
59128,0,0.0538
59129,0,0.0191
59130,0,0.0217
59131,0,0.0546
59132,0,0.2979
59133,1,0.6631
59134,0,0.0623
59135,0,0.0012
59136,0,0.0135
59137,0,0.0328
59138,0,0.0174
59139,0,0.0064
59140,0,0.05
59141,1,0.9553
59142,0,0.1154
59143,0,0.0237
59144,0,0.0176
59145,0,0.0503
59146,0,0.0821
59147,0,0.0244
59148,0,0.0449
59149,0,0.0252
59150,0,0.0177
59151,0,0.0202
59152,0,0.0782
59153,0,0.0045
59154,0,0.0777
59155,0,0.0344
59156,0,0.0963
59157,0,0.0129
59158,0,0.0875
59159,0,0.0172
59160,0,0.0965
59161,0,0.0215
59162,0,0.0154
59163,0,0.0332
59164,0,0.0529
59165,0,0.1086
59166,0,0.0076
59167,0,0.0472
59168,0,0.2701
59169,1,0.9406
59170,0,0.0287
59171,0,0.0112
59172,0,0.0975
59173,0,0.0122
59174,0,0.0236
59175,0,0.0195
59176,0,0.0611
59177,0,0.0122
59178,0,0.0087
59179,0,0.0145
59180,0,0.1399
59181,0,0.2727
59182,1,0.9441
59183,0,0.0355
59184,0,0.0707
59185,0,0.1257
59186,0,0.0458
59187,0,0.0115
59188,0,0.0257
59189,0,0.019
59190,0,0.0161
59191,0,0.0201
59192,0,0.1307
59193,0,0.0108
59194,0,0.2534
59195,0,0.0334
59196,0,0.0553
59197,0,0.0677
59198,0,0.0745
59199,0,0.0057
59200,1,0.9953
59201,0,0.0141
59202,0,0.0122
59203,0,0.2297
59204,0,0.0359
59205,0,0.0176
59206,0,0.0133
59207,0,0.0191
59208,0,0.0115
59209,0,0.0245
59210,0,0.0441
59211,0,0.0937
59212,0,0.0428
59213,0,0.4076
59214,0,0.0292
59215,0,0.0116
59216,0,0.0348
59217,0,0.0096
59218,0,0.0043
59219,0,0.0087
59220,0,0.3391
59221,1,0.7384
59222,0,0.0414
59223,0,0.0194
59224,0,0.1558
59225,0,0.0092
59226,0,0.0153
59227,0,0.3851
59228,0,0.1276
59229,0,0.001
59230,0,0.0085
59231,0,0.0021
59232,0,0.0988
59233,0,0.0228
59234,0,0.0749
59235,0,0.0101
59236,0,0.2562
59237,0,0.0438
59238,0,0.0112
59239,0,0.0793
59240,0,0.0125
59241,0,0.0338
59242,0,0.0532
59243,1,0.9424
59244,0,0.0203
59245,1,0.7861
59246,0,0.0183
59247,0,0.0338
59248,0,0.0136
59249,0,0.1276
59250,0,0.2125
59251,0,0.0651
59252,0,0.0152
59253,0,0.0598
59254,0,0.0276
59255,0,0.012
59256,0,0.0027
59257,1,0.8755
59258,0,0.0243
59259,1,0.9877
59260,0,0.0179
59261,0,0.0176
59262,0,0.1149
59263,0,0.0018
59264,0,0.0651
59265,1,0.5648
59266,0,0.0989
59267,0,0.2653
59268,0,0.0686
59269,0,0.0078
59270,1,0.9797
59271,0,0.0043
59272,1,0.9111
59273,0,0.0539
59274,0,0.1027
59275,0,0.034
59276,0,0.0389
59277,0,0.0141
59278,0,0.0399
59279,0,0.0071
59280,0,0.0123
59281,0,0.0859
59282,0,0.0177
59283,0,0.0341
59284,0,0.0136
59285,0,0.047
59286,0,0.0864
59287,0,0.0556
59288,1,0.9746
59289,0,0.0133
59290,0,0.0629
59291,0,0.0596
59292,0,0.0021
59293,0,0.0369
59294,1,0.9369
59295,0,0.1693
59296,0,0.0059
59297,0,0.0281
59298,0,0.0303
59299,0,0.0217
59300,0,0.0472
59301,0,0.025
59302,0,0.0279
59303,0,0.0397
59304,0,0.0217
59305,0,0.0866
59306,0,0.0168
59307,0,0.0202
59308,0,0.0106
59309,0,0.0195
59310,0,0.0105
59311,0,0.081
59312,0,0.0527
59313,1,0.9369
59314,0,0.2482
59315,0,0.0144
59316,1,0.6027
59317,0,0.0903
59318,0,0.0422
59319,0,0.1654
59320,0,0.0295
59321,0,0.0541
59322,0,0.2151
59323,0,0.0425
59324,1,0.6253
59325,0,0.0802
59326,0,0.0278
59327,0,0.0641
59328,0,0.0196
59329,0,0.0359
59330,0,0.239
59331,0,0.0203
59332,0,0.0278
59333,0,0.0105
59334,0,0.033
59335,0,0.0249
59336,0,0.0552
59337,0,0.0203
59338,0,0.0497
59339,0,0.1856
59340,0,0.3443
59341,0,0.0414
59342,0,0.073
59343,0,0.009
59344,0,0.0899
59345,0,0.0231
59346,0,0.0246
59347,0,0.1043
59348,0,0.0125
59349,0,0.042
59350,0,0.021
59351,0,0.0463
59352,0,0.1044
59353,1,0.8322
59354,1,0.9126
59355,0,0.004
59356,0,0.01
59357,0,0.0181
59358,0,0.0444
59359,0,0.0483
59360,1,0.8734
59361,0,0.0165
59362,1,0.5967
59363,0,0.0051
59364,0,0.0111
59365,0,0.0129
59366,0,0.0117
59367,0,0.0965
59368,1,0.8039
59369,0,0.0467
59370,0,0.0108
59371,0,0.0521
59372,0,0.2118
59373,0,0.0432
59374,0,0.0098
59375,1,0.9849
59376,1,0.8322
59377,0,0.1107
59378,0,0.1392
59379,0,0.0447
59380,0,0.0424
59381,0,0.0241
59382,0,0.0777
59383,1,0.8749
59384,0,0.0336
59385,0,0.0162
59386,0,0.0802
59387,1,0.9697
59388,0,0.3247
59389,0,0.0865
59390,0,0.046
59391,0,0.0425
59392,0,0.1039
59393,1,0.9394
59394,1,0.9548
59395,0,0.0512
59396,0,0.0308
59397,0,0.0261
59398,0,0.0127
59399,0,0.023
59400,0,0.0506
59401,0,0.0449
59402,0,0.0678
59403,0,0.0271
59404,0,0.0609
59405,0,0.0027
59406,0,0.0185
59407,0,0.0221
59408,0,0.0665
59409,0,0.0365
59410,0,0.0077
59411,0,0.0176
59412,0,0.0189
59413,0,0.0034
59414,0,0.0611
59415,0,0.0495
59416,0,0.0148
59417,0,0.0127
59418,0,0.008
59419,0,0.0045
59420,0,0.1581
59421,0,0.1141
59422,0,0.0499
59423,0,0.0831
59424,1,0.9281
59425,0,0.2112
59426,0,0.0098
59427,0,0.0137
59428,0,0.0659
59429,0,0.0123
59430,0,0.0074
59431,0,0.0312
59432,0,0.0119
59433,0,0.0492
59434,0,0.008
59435,0,0.0028
59436,0,0.0099
59437,0,0.0211
59438,1,0.5788
59439,0,0.0824
59440,0,0.0058
59441,0,0.0335
59442,0,0.0112
59443,0,0.0099
59444,0,0.066
59445,0,0.0382
59446,0,0.0461
59447,0,0.0219
59448,0,0.0123
59449,0,0.0224
59450,0,0.0491
59451,1,0.8776
59452,0,0.037
59453,0,0.0336
59454,0,0.1055
59455,0,0.039
59456,0,0.0345
59457,1,0.946
59458,0,0.0761
59459,0,0.1595
59460,0,0.068
59461,0,0.0093
59462,1,0.8753
59463,0,0.0139
59464,0,0.2477
59465,0,0.0863
59466,0,0.0537
59467,0,0.031
59468,0,0.0045
59469,0,0.0943
59470,0,0.0018
59471,0,0.0115
59472,0,0.137
59473,0,0.0155
59474,0,0.0223
59475,0,0.0471
59476,0,0.0353
59477,0,0.0172
59478,0,0.0174
59479,0,0.0289
59480,0,0.0213
59481,0,0.1447
59482,1,0.9421
59483,0,0.0132
59484,0,0.0137
59485,0,0.028
59486,0,0.1239
59487,0,0.0261
59488,0,0.0419
59489,0,0.0227
59490,0,0.0282
59491,1,0.953
59492,0,0.0153
59493,0,0.0182
59494,0,0.0084
59495,1,0.672
59496,0,0.0268
59497,1,0.9355
59498,0,0.0396
59499,0,0.0363
59500,1,0.9401
59501,0,0.0457
59502,1,0.9011
59503,0,0.1427
59504,0,0.0078
59505,0,0.0415
59506,0,0.0032
59507,0,0.0107
59508,0,0.0501
59509,0,0.0222
59510,0,0.122
59511,0,0.0111
59512,0,0.0118
59513,0,0.0765
59514,0,0.0262
59515,0,0.0418
59516,0,0.0334
59517,1,0.746
59518,0,0.0109
59519,0,0.0054
59520,0,0.0267
59521,0,0.0394
59522,0,0.1351
59523,0,0.0094
59524,0,0.013
59525,1,0.5719
59526,0,0.1727
59527,0,0.0179
59528,0,0.0364
59529,0,0.0314
59530,1,0.9283
59531,0,0.0158
59532,0,0.0011
59533,0,0.0579
59534,0,0.0264
59535,0,0.0407
59536,0,0.0417
59537,0,0.039
59538,0,0.1236
59539,0,0.0249
59540,0,0.4776
59541,0,0.0236
59542,0,0.0535
59543,0,0.0247
59544,0,0.0414
59545,0,0.0364
59546,0,0.0237
59547,0,0.0475
59548,0,0.0109
59549,0,0.0356
59550,0,0.0176
59551,0,0.0234
59552,0,0.0141
59553,0,0.0199
59554,1,0.937
59555,0,0.026
59556,0,0.0108
59557,0,0.0034
59558,0,0.042
59559,0,0.0225
59560,0,0.0049
59561,0,0.0153
59562,0,0.1177
59563,0,0.0335
59564,0,0.1213
59565,0,0.031
59566,0,0.0385
59567,0,0.0212
59568,0,0.0077
59569,0,0.0062
59570,0,0.0829
59571,0,0.1582
59572,0,0.0197
59573,0,0.0583
59574,1,0.8631
59575,0,0.0331
59576,0,0.023
59577,0,0.0434
59578,0,0.2734
59579,0,0.0125
59580,0,0.0197
59581,0,0.0168
59582,0,0.0107
59583,0,0.0219
59584,0,0.0048
59585,0,0.0203
59586,0,0.019
59587,0,0.0055
59588,0,0.4156
59589,0,0.1947
59590,0,0.0058
59591,0,0.0722
59592,0,0.1002
59593,0,0.0153
59594,0,0.0737
59595,0,0.0147
59596,0,0.3789
59597,1,0.9658
59598,0,0.0498
59599,0,0.0526
59600,1,0.7437
59601,0,0.0027
59602,0,0.1374
59603,0,0.023
59604,0,0.0564
59605,0,0.0081
59606,0,0.05
59607,0,0.096
59608,0,0.0357
59609,0,0.0116
59610,1,0.9398
59611,0,0.0105
59612,1,0.9498
59613,0,0.0365
59614,0,0.1399
59615,0,0.0281
59616,0,0.0573
59617,0,0.0635
59618,0,0.0867
59619,0,0.012
59620,0,0.0149
59621,0,0.0351
59622,0,0.0198
59623,0,0.1127
59624,0,0.0677
59625,0,0.0322
59626,0,0.0547
59627,0,0.0612
59628,0,0.0271
59629,0,0.0089
59630,0,0.0864
59631,0,0.0045
59632,0,0.0206
59633,0,0.0236
59634,0,0.029
59635,0,0.0192
59636,0,0.129
59637,0,0.0597
59638,1,0.9873
59639,0,0.0134
59640,0,0.0207
59641,0,0.0145
59642,0,0.0137
59643,0,0.0821
59644,0,0.0526
59645,0,0.4026
59646,0,0.0218
59647,1,0.9153
59648,0,0.0174
59649,0,0.023
59650,0,0.0049
59651,0,0.0027
59652,0,0.0225
59653,0,0.0128
59654,0,0.1703
59655,0,0.0266
59656,0,0.1803
59657,1,0.8927
59658,0,0.0042
59659,0,0.075
59660,0,0.0881
59661,0,0.0635
59662,1,0.7425
59663,0,0.0793
59664,0,0.0714
59665,0,0.0433
59666,0,0.0308
59667,0,0.0157
59668,0,0.0219
59669,0,0.0188
59670,0,0.0777
59671,0,0.013
59672,0,0.0134
59673,0,0.0199
59674,1,0.6376
59675,0,0.0033
59676,0,0.1344
59677,1,0.9091
59678,0,0.0167
59679,0,0.0441
59680,0,0.0085
59681,0,0.0234
59682,0,0.0425
59683,0,0.0105
59684,0,0.0602
59685,0,0.0277
59686,0,0.4394
59687,0,0.0312
59688,0,0.0477
59689,0,0.0635
59690,0,0.0023
59691,0,0.0084
59692,0,0.165
59693,0,0.0279
59694,0,0.0673
59695,0,0.0214
59696,1,0.6699
59697,0,0.0156
59698,0,0.0569
59699,0,0.0422
59700,0,0.0626
59701,0,0.0111
59702,0,0.0184
59703,0,0.0386
59704,0,0.0077
59705,0,0.1424
59706,0,0.0317
59707,0,0.0289
59708,0,0.0332
59709,0,0.0633
59710,0,0.0353
59711,0,0.096
59712,0,0.0239
59713,0,0.0334
59714,1,0.7798
59715,1,0.8618
59716,0,0.0541
59717,0,0.0119
59718,0,0.0579
59719,1,0.7685
59720,0,0.0318
59721,1,0.7849
59722,0,0.0248
59723,0,0.0237
59724,0,0.0786
59725,0,0.0359
59726,0,0.0165
59727,0,0.0914
59728,0,0.0089
59729,0,0.0047
59730,0,0.0901
59731,0,0.0392
59732,0,0.02
59733,0,0.0377
59734,0,0.0304
59735,0,0.0123
59736,0,0.1286
59737,0,0.0101
59738,0,0.3428
59739,0,0.024
59740,0,0.024
59741,0,0.0124
59742,0,0.1471
59743,0,0.024
59744,0,0.2011
59745,0,0.0141
59746,0,0.0365
59747,1,0.9907
59748,0,0.0248
59749,0,0.0538
59750,0,0.0489
59751,0,0.0107
59752,0,0.0305
59753,0,0.0028
59754,0,0.0109
59755,0,0.0721
59756,0,0.0151
59757,0,0.0116
59758,0,0.0886
59759,0,0.0233
59760,0,0.0574
59761,0,0.0224
59762,0,0.3548
59763,0,0.0032
59764,0,0.0465
59765,0,0.0087
59766,0,0.133
59767,0,0.0481
59768,0,0.0034
59769,0,0.0545
59770,0,0.1218
59771,0,0.0144
59772,0,0.0333
59773,0,0.0169
59774,0,0.0585
59775,0,0.1982
59776,0,0.1326
59777,0,0.3425
59778,0,0.0073
59779,0,0.0697
59780,0,0.0054
59781,0,0.0445
59782,0,0.0314
59783,0,0.0291
59784,0,0.0231
59785,0,0.0128
59786,0,0.1145
59787,0,0.3042
59788,0,0.0238
59789,0,0.0456
59790,0,0.0276
59791,0,0.0035
59792,0,0.0267
59793,0,0.0343
59794,1,0.9365
59795,1,0.9328
59796,0,0.0122
59797,0,0.022
59798,0,0.0125
59799,0,0.0121
59800,0,0.0901
59801,0,0.0162
59802,0,0.1592
59803,0,0.0936
59804,0,0.0644
59805,0,0.0048
59806,0,0.0246
59807,0,0.0152
59808,0,0.0061
59809,0,0.0218
59810,0,0.0129
59811,0,0.0222
59812,0,0.0183
59813,0,0.0142
59814,0,0.0081
59815,0,0.4834
59816,1,0.5
59817,0,0.0066
59818,0,0.4605
59819,0,0.1129
59820,0,0.0403
59821,0,0.0689
59822,0,0.0328
59823,0,0.0338
59824,0,0.0246
59825,0,0.0155
59826,0,0.0684
59827,0,0.179
59828,0,0.1557
59829,0,0.0774
59830,0,0.0405
59831,0,0.0178
59832,0,0.0322
59833,0,0.0799
59834,0,0.0243
59835,0,0.0204
59836,0,0.0466
59837,0,0.0777
59838,0,0.0757
59839,0,0.0856
59840,0,0.0777
59841,1,0.9928
59842,0,0.021
59843,0,0.0276
59844,0,0.0934
59845,0,0.1154
59846,0,0.0098
59847,0,0.0127
59848,0,0.0291
59849,0,0.0035
59850,1,0.9607
59851,0,0.0032
59852,0,0.0282
59853,0,0.0175
59854,0,0.0066
59855,0,0.0229
59856,0,0.0151
59857,0,0.1793
59858,1,0.9547
59859,0,0.0699
59860,1,0.9256
59861,0,0.0145
59862,0,0.0175
59863,0,0.0044
59864,0,0.0235
59865,0,0.0415
59866,0,0.0666
59867,0,0.0969
59868,0,0.018
59869,0,0.038
59870,0,0.0051
59871,0,0.0278
59872,0,0.0284
59873,0,0.0117
59874,0,0.0614
59875,0,0.0446
59876,0,0.011
59877,0,0.0703
59878,1,0.9523
59879,0,0.0268
59880,1,0.9576
59881,0,0.006
59882,0,0.0496
59883,0,0.0602
59884,0,0.0343
59885,0,0.0535
59886,0,0.0478
59887,1,0.8394
59888,0,0.0212
59889,0,0.0175
59890,0,0.0089
59891,1,0.7345
59892,0,0.0127
59893,0,0.0138
59894,0,0.0583
59895,0,0.229
59896,0,0.0079
59897,0,0.0212
59898,0,0.0374
59899,0,0.0281
59900,0,0.0227
59901,0,0.4753
59902,0,0.0368
59903,0,0.0277
59904,0,0.0652
59905,0,0.0809
59906,0,0.0847
59907,0,0.0254
59908,0,0.0166
59909,0,0.023
59910,0,0.1003
59911,0,0.0317
59912,0,0.0375
59913,0,0.0034
59914,0,0.0476
59915,0,0.0304
59916,0,0.0073
59917,0,0.0096
59918,0,0.0165
59919,0,0.0602
59920,0,0.1037
59921,0,0.1934
59922,0,0.0225
59923,0,0.1473
59924,0,0.0051
59925,1,0.8681
59926,0,0.0125
59927,0,0.0503
59928,0,0.0101
59929,0,0.0154
59930,0,0.0159
59931,0,0.0194
59932,0,0.0376
59933,0,0.0529
59934,0,0.0148
59935,0,0.0123
59936,0,0.0405
59937,0,0.1359
59938,0,0.0759
59939,0,0.4532
59940,1,0.5243
59941,0,0.003
59942,0,0.0147
59943,0,0.0683
59944,0,0.0205
59945,0,0.0388
59946,0,0.0427
59947,0,0.0156
59948,0,0.0321
59949,1,0.973
59950,0,0.02
59951,0,0.0743
59952,0,0.0067
59953,0,0.2937
59954,0,0.0567
59955,0,0.0034
59956,0,0.0152
59957,0,0.0919
59958,0,0.0218
59959,0,0.0346
59960,0,0.0043
59961,0,0.0517
59962,0,0.1103
59963,0,0.0131
59964,0,0.0038
59965,0,0.0185
59966,1,0.9111
59967,0,0.0478
59968,0,0.0095
59969,0,0.0078
59970,0,0.1302
59971,1,0.9534
59972,1,0.7499
59973,0,0.0702
59974,0,0.0196
59975,0,0.0469
59976,0,0.0137
59977,0,0.1221
59978,0,0.1091
59979,0,0.023
59980,1,0.9543
59981,0,0.0558
59982,1,0.8665
59983,0,0.0847
59984,0,0.0236
59985,0,0.0389
59986,0,0.035
59987,0,0.0298
59988,0,0.1261
59989,0,0.0279
59990,0,0.0486
59991,0,0.1606
59992,0,0.0178
59993,0,0.0156
59994,0,0.0465
59995,1,0.9435
59996,0,0.031
59997,0,0.1009
59998,0,0.0553
59999,0,0.0173
60000,0,0.0037
60001,0,0.0101
60002,0,0.0591
60003,0,0.0307
60004,0,0.0195
60005,0,0.0272
60006,0,0.0942
60007,0,0.0408
60008,0,0.0237
60009,0,0.0246
60010,0,0.0332
60011,0,0.0207
60012,0,0.2603
60013,0,0.0108
60014,0,0.0363
60015,0,0.0365
60016,0,0.3207
60017,0,0.0652
60018,0,0.0508
60019,1,0.9313
60020,0,0.0556
60021,0,0.0166
60022,0,0.1278
60023,0,0.0783
60024,1,0.956
60025,0,0.043
60026,0,0.3833
60027,1,0.8625
60028,0,0.0132
60029,1,0.9522
60030,0,0.4136
60031,0,0.0962
60032,0,0.2352
60033,0,0.0073
60034,0,0.0047
60035,0,0.0789
60036,0,0.0088
60037,0,0.0081
60038,0,0.0259
60039,0,0.0151
60040,0,0.0321
60041,0,0.0708
60042,0,0.024
60043,0,0.0188
60044,0,0.0675
60045,0,0.0153
60046,0,0.1345
60047,0,0.0182
60048,0,0.0026
60049,0,0.0499
60050,0,0.0595
60051,1,0.9735
60052,0,0.0369
60053,0,0.0278
60054,0,0.0052
60055,0,0.0358
